"project_id","status","Short Title","Sources of Funds","Lead Country","Region","Latitude","Longitude","Grant Amount","GL Expenses","Co-Financing","tonnes of CO2-eq emissions avoided or reduced","grant_amount_vertical_fund","expenses_vertical_fund","cofinancing_vertical_fund","MW of renewable or low-emission energy capacity installed or rehabilitated","people directly benefiting"
6159,"Active","POIDIER","GEF","Kiribati","RBAP",-2.8106,-171.6756,5379452,197799.49,26923300,115722,5379452,197799.49,26923300,0.91,24548
6159,"Active","POIDIER","GEF","Kiribati","RBAP",-2.6436,176.8317,5379452,197799.49,26923300,115722,5379452,197799.49,26923300,0.91,24548
6159,"Active","POIDIER","GEF","Kiribati","RBAP",-2.5,175.9833,5379452,197799.49,26923300,115722,5379452,197799.49,26923300,0.91,24548
6159,"Active","POIDIER","GEF","Kiribati","RBAP",-1.85,175.55,5379452,197799.49,26923300,115722,5379452,197799.49,26923300,0.91,24548
6159,"Active","POIDIER","GEF","Kiribati","RBAP",-1.35,174.8,5379452,197799.49,26923300,115722,5379452,197799.49,26923300,0.91,24548
6159,"Active","POIDIER","GEF","Kiribati","RBAP",-1.35,176.45,5379452,197799.49,26923300,115722,5379452,197799.49,26923300,0.91,24548
6159,"Active","POIDIER","GEF","Kiribati","RBAP",-1.3167,175.9667,5379452,197799.49,26923300,115722,5379452,197799.49,26923300,0.91,24548
6159,"Active","POIDIER","GEF","Kiribati","RBAP",-0.8594,169.5369,5379452,197799.49,26923300,115722,5379452,197799.49,26923300,0.91,24548
6159,"Active","POIDIER","GEF","Kiribati","RBAP",-0.6167,174.3667,5379452,197799.49,26923300,115722,5379452,197799.49,26923300,0.91,24548
6159,"Active","POIDIER","GEF","Kiribati","RBAP",0.15,173.5833,5379452,197799.49,26923300,115722,5379452,197799.49,26923300,0.91,24548
6159,"Active","POIDIER","GEF","Kiribati","RBAP",0.2286,173.4106,5379452,197799.49,26923300,115722,5379452,197799.49,26923300,0.91,24548
6159,"Active","POIDIER","GEF","Kiribati","RBAP",0.4,173.8667,5379452,197799.49,26923300,115722,5379452,197799.49,26923300,0.91,24548
6159,"Active","POIDIER","GEF","Kiribati","RBAP",0.9333,173,5379452,197799.49,26923300,115722,5379452,197799.49,26923300,0.91,24548
6159,"Active","POIDIER","GEF","Kiribati","RBAP",1.4333,173,5379452,197799.49,26923300,115722,5379452,197799.49,26923300,0.91,24548
6159,"Active","POIDIER","GEF","Kiribati","RBAP",1.8333,172.95,5379452,197799.49,26923300,115722,5379452,197799.49,26923300,0.91,24548
6159,"Active","POIDIER","GEF","Kiribati","RBAP",2,173.2667,5379452,197799.49,26923300,115722,5379452,197799.49,26923300,0.91,24548
6159,"Active","POIDIER","GEF","Kiribati","RBAP",3.1678,172.8258,5379452,197799.49,26923300,115722,5379452,197799.49,26923300,0.91,24548
6159,"Active","POIDIER","GEF","Kiribati","RBAP",3.3644,172.9835,5379452,197799.49,26923300,115722,5379452,197799.49,26923300,0.91,24548
6159,"Active","POIDIER","GEF","Kiribati","RBAP",3.8848,-159.3306,5379452,197799.49,26923300,115722,5379452,197799.49,26923300,0.91,24548
6159,"Active","POIDIER","GEF","Kiribati","RBAP",4.6833,-160.3733,5379452,197799.49,26923300,115722,5379452,197799.49,26923300,0.91,24548
6161,"Active","Emissions Trading and MRV in Belarus","GEF","Belarus","RBEC",-55.4833,28.8,840000,204548.06,8067280,40.5,840000,204548.06,8067280,,
6161,"Active","Emissions Trading and MRV in Belarus","GEF","Belarus","RBEC",53.5833,25.8167,840000,204548.06,8067280,40.5,840000,204548.06,8067280,,
6163,"Active","AIM-WELL: Algeria Integrated Management of Waste Energy at the Local Level","GEF","Algeria","RBAS",36.1911,5.4136,4416210,0,40250000,1888320,4416210,0,40250000,,500
6163,"Active","AIM-WELL: Algeria Integrated Management of Waste Energy at the Local Level","GEF","Algeria","RBAS",36.365,6.6147,4416210,0,40250000,1888320,4416210,0,40250000,,500
6249,"Active","Green Sharm El Sheikh","GEF","Egypt","RBAS",27.7496,34.2359,6392694,162087.58,56690000,1100000,6392694,162087.58,56690000,2.5,7500
6249,"Active","Green Sharm El Sheikh","GEF","Egypt","RBAS",28.2781,34.38,6392694,162087.58,56690000,1100000,6392694,162087.58,56690000,2.5,7500
6249,"Active","Green Sharm El Sheikh","GEF","Egypt","RBAS",28.7321,34.6254,6392694,162087.58,56690000,1100000,6392694,162087.58,56690000,2.5,7500
6270,"Active","GEF 7: Sustainable Cities - Green Economy","GEF","Costa Rica","RBLAC",9.9346,-84.0934,10467970,149027.47,99131494,,10467970,149027.47,99131494,,2134932
6285,"Active","Circular Economy in Serbia","GEF","Serbia","RBEC",44.8149,20.1424,1777000,3608.95,14150000,95000,1777000,3608.95,14150000,1,10000
6321,"Active","Sudan national child project - Africa Minigrids Program (AMP)","GEF","Sudan","RBAS",11.0086,29.7156,2637246,0,5550000,,2637246,0,5550000,2500,144002
6321,"Active","Sudan national child project - Africa Minigrids Program (AMP)","GEF","Sudan","RBAS",12.0505,24.8795,2637246,0,5550000,,2637246,0,5550000,2500,144002
6321,"Active","Sudan national child project - Africa Minigrids Program (AMP)","GEF","Sudan","RBAS",12.6922,28.4221,2637246,0,5550000,,2637246,0,5550000,2500,144002
6321,"Active","Sudan national child project - Africa Minigrids Program (AMP)","GEF","Sudan","RBAS",12.9134,23.4738,2637246,0,5550000,,2637246,0,5550000,2500,144002
6321,"Active","Sudan national child project - Africa Minigrids Program (AMP)","GEF","Sudan","RBAS",13.4435,22.4452,2637246,0,5550000,,2637246,0,5550000,2500,144002
6323,"Active","Energy Efficiency and Thermal Comfort in Buildings","GEF","India","RBAP",17.3871,78.4917,4634357,142754.4,94859523,4010000,4634357,142754.4,94859523,,120
6323,"Active","Energy Efficiency and Thermal Comfort in Buildings","GEF","India","RBAP",22.5726,88.3639,4634357,142754.4,94859523,4010000,4634357,142754.4,94859523,,120
6323,"Active","Energy Efficiency and Thermal Comfort in Buildings","GEF","India","RBAP",26.85,80.95,4634357,142754.4,94859523,4010000,4634357,142754.4,94859523,,120
6327,"Active","Djibouti national child project - Africa Minigrids Program (AMP)","GEF","Djibouti","RBAS",11.5081,42.1037,3196347,124036.22,15840000,,3196347,124036.22,15840000,0.84,19146
6327,"Active","Djibouti national child project - Africa Minigrids Program (AMP)","GEF","Djibouti","RBAS",12.3869,43.3345,3196347,124036.22,15840000,,3196347,124036.22,15840000,0.84,19146
6333,"Active","Electric Vehicles in Indonesia (ENTREV)","GEF","Indonesia","RBAP",-8.4095,115.1889,1866500,43039.64,31473747,473773,1866500,43039.64,31473747,,321612
6333,"Active","Electric Vehicles in Indonesia (ENTREV)","GEF","Indonesia","RBAP",-6.9147,107.6098,1866500,43039.64,31473747,473773,1866500,43039.64,31473747,,321612
6333,"Active","Electric Vehicles in Indonesia (ENTREV)","GEF","Indonesia","RBAP",-6.2,106.8167,1866500,43039.64,31473747,473773,1866500,43039.64,31473747,,321612
6338,"Active","Rural Electrification for African Countries","GEF","Ethiopia","RBA",6.0586,36.7273,2890826,0,13773751,,2890826,0,13773751,0.62,31611
6338,"Active","Rural Electrification for African Countries","GEF","Ethiopia","RBA",7.4387,44.2969,2890826,0,13773751,,2890826,0,13773751,0.62,31611
6338,"Active","Rural Electrification for African Countries","GEF","Ethiopia","RBA",8.25,34.5833,2890826,0,13773751,,2890826,0,13773751,0.62,31611
6338,"Active","Rural Electrification for African Countries","GEF","Ethiopia","RBA",8.5145,39.2693,2890826,0,13773751,,2890826,0,13773751,0.62,31611
6338,"Active","Rural Electrification for African Countries","GEF","Ethiopia","RBA",9.3111,42.1278,2890826,0,13773751,,2890826,0,13773751,0.62,31611
6338,"Active","Rural Electrification for African Countries","GEF","Ethiopia","RBA",10.639,35.733,2890826,0,13773751,,2890826,0,13773751,0.62,31611
6338,"Active","Rural Electrification for African Countries","GEF","Ethiopia","RBA",11.6632,37.8219,2890826,0,13773751,,2890826,0,13773751,0.62,31611
6338,"Active","Rural Electrification for African Countries","GEF","Ethiopia","RBA",11.8167,41.4167,2890826,0,13773751,,2890826,0,13773751,0.62,31611
6338,"Active","Rural Electrification for African Countries","GEF","Ethiopia","RBA",13.575,39.0875,2890826,0,13773751,,2890826,0,13773751,0.62,31611
6339,"Active","Africa Minigrids Program","GEF","Nigeria","RBA",5.75,8.5,6055046,145265.58,75035714,,6055046,145265.58,75035714,3.02,70063
6339,"Active","Africa Minigrids Program","GEF","Nigeria","RBA",10.5183,7.436,6055046,145265.58,75035714,,6055046,145265.58,75035714,3.02,70063
6384,"Active","E-Mobility Strategy Peru","GEF","Peru","RBLAC",44.7862,20.5217,1784862,0,14859835,480949,1784862,0,14859835,,14042
6388,"Active","Energy Efficiency in Buildings","GEF","Serbia","RBEC",44.7868,20.4456,1405000,0,51000000,146000,1405000,0,51000000,,10000
6388,"Active","Energy Efficiency in Buildings","GEF","Serbia","RBEC",44.7994,20.3698,1405000,0,51000000,146000,1405000,0,51000000,,10000
6388,"Active","Energy Efficiency in Buildings","GEF","Serbia","RBEC",44.8023,20.4634,1405000,0,51000000,146000,1405000,0,51000000,,10000
6388,"Active","Energy Efficiency in Buildings","GEF","Serbia","RBEC",44.803,20.4641,1405000,0,51000000,146000,1405000,0,51000000,,10000
6388,"Active","Energy Efficiency in Buildings","GEF","Serbia","RBEC",44.8036,20.4605,1405000,0,51000000,146000,1405000,0,51000000,,10000
6388,"Active","Energy Efficiency in Buildings","GEF","Serbia","RBEC",44.804,20.4624,1405000,0,51000000,146000,1405000,0,51000000,,10000
6388,"Active","Energy Efficiency in Buildings","GEF","Serbia","RBEC",44.8045,20.4809,1405000,0,51000000,146000,1405000,0,51000000,,10000
6388,"Active","Energy Efficiency in Buildings","GEF","Serbia","RBEC",44.8051,20.4739,1405000,0,51000000,146000,1405000,0,51000000,,10000
6388,"Active","Energy Efficiency in Buildings","GEF","Serbia","RBEC",44.8052,20.4581,1405000,0,51000000,146000,1405000,0,51000000,,10000
6388,"Active","Energy Efficiency in Buildings","GEF","Serbia","RBEC",44.8063,20.4602,1405000,0,51000000,146000,1405000,0,51000000,,10000
6388,"Active","Energy Efficiency in Buildings","GEF","Serbia","RBEC",44.8074,20.4613,1405000,0,51000000,146000,1405000,0,51000000,,10000
6388,"Active","Energy Efficiency in Buildings","GEF","Serbia","RBEC",44.8091,20.4625,1405000,0,51000000,146000,1405000,0,51000000,,10000
6388,"Active","Energy Efficiency in Buildings","GEF","Serbia","RBEC",44.8094,20.4628,1405000,0,51000000,146000,1405000,0,51000000,,10000
6388,"Active","Energy Efficiency in Buildings","GEF","Serbia","RBEC",44.8098,20.4631,1405000,0,51000000,146000,1405000,0,51000000,,10000
6388,"Active","Energy Efficiency in Buildings","GEF","Serbia","RBEC",44.8103,20.4669,1405000,0,51000000,146000,1405000,0,51000000,,10000
6388,"Active","Energy Efficiency in Buildings","GEF","Serbia","RBEC",44.8134,20.4663,1405000,0,51000000,146000,1405000,0,51000000,,10000
6388,"Active","Energy Efficiency in Buildings","GEF","Serbia","RBEC",44.814,20.476,1405000,0,51000000,146000,1405000,0,51000000,,10000
6388,"Active","Energy Efficiency in Buildings","GEF","Serbia","RBEC",44.8146,20.4621,1405000,0,51000000,146000,1405000,0,51000000,,10000
6388,"Active","Energy Efficiency in Buildings","GEF","Serbia","RBEC",44.8149,20.456,1405000,0,51000000,146000,1405000,0,51000000,,10000
6388,"Active","Energy Efficiency in Buildings","GEF","Serbia","RBEC",44.8157,20.4611,1405000,0,51000000,146000,1405000,0,51000000,,10000
6388,"Active","Energy Efficiency in Buildings","GEF","Serbia","RBEC",44.8176,20.4521,1405000,0,51000000,146000,1405000,0,51000000,,10000
6388,"Active","Energy Efficiency in Buildings","GEF","Serbia","RBEC",44.8178,20.454,1405000,0,51000000,146000,1405000,0,51000000,,10000
6388,"Active","Energy Efficiency in Buildings","GEF","Serbia","RBEC",44.8189,20.4506,1405000,0,51000000,146000,1405000,0,51000000,,10000
6388,"Active","Energy Efficiency in Buildings","GEF","Serbia","RBEC",44.819,20.4603,1405000,0,51000000,146000,1405000,0,51000000,,10000
6388,"Active","Energy Efficiency in Buildings","GEF","Serbia","RBEC",44.82,20.4274,1405000,0,51000000,146000,1405000,0,51000000,,10000
6388,"Active","Energy Efficiency in Buildings","GEF","Serbia","RBEC",44.8205,20.4099,1405000,0,51000000,146000,1405000,0,51000000,,10000
6388,"Active","Energy Efficiency in Buildings","GEF","Serbia","RBEC",44.8276,20.4583,1405000,0,51000000,146000,1405000,0,51000000,,10000
6411,"Active","Sustainable Cities Impact Program - Morocco","GEF","Morocco","RBAS",31.63,-8.0089,9416167,0,298556388,,9416167,0,298556388,61.46,928850
6417,"Active","TAILEV","GEF","Uzbekistan","RBEC",41.2898,69.2584,3569725,0,25870000,217341,3569725,0,25870000,,6000
6417,"Active","TAILEV","GEF","Uzbekistan","RBEC",41.3081,69.2828,3569725,0,25870000,217341,3569725,0,25870000,,6000
6431,"Active","EZCERTV","GEF","China","RBAP",24.0893,102.75,8932420,0,89600000,1165400,8932420,0,89600000,4105.2,918500
6431,"Active","EZCERTV","GEF","China","RBAP",24.35,102.5333,8932420,0,89600000,1165400,8932420,0,89600000,4105.2,918500
6431,"Active","EZCERTV","GEF","China","RBAP",31.0336,112.2047,8932420,0,89600000,1165400,8932420,0,89600000,4105.2,918500
6431,"Active","EZCERTV","GEF","China","RBAP",35.0264,111.0075,8932420,0,89600000,1165400,8932420,0,89600000,4105.2,918500
6431,"Active","EZCERTV","GEF","China","RBAP",37.55,115.5833,8932420,0,89600000,1165400,8932420,0,89600000,4105.2,918500
6431,"Active","EZCERTV","GEF","China","RBAP",37.7322,115.7011,8932420,0,89600000,1165400,8932420,0,89600000,4105.2,918500
6431,"Active","EZCERTV","GEF","China","RBAP",37.9871,106.0304,8932420,0,89600000,1165400,8932420,0,89600000,4105.2,918500
6431,"Active","EZCERTV","GEF","China","RBAP",40.4667,115.9667,8932420,0,89600000,1165400,8932420,0,89600000,4105.2,918500
6431,"Active","EZCERTV","GEF","China","RBAP",41.5833,120.4333,8932420,0,89600000,1165400,8932420,0,89600000,4105.2,918500
6431,"Active","EZCERTV","GEF","China","RBAP",46.6758,127.0184,8932420,0,89600000,1165400,8932420,0,89600000,4105.2,918500
6431,"Active","EZCERTV","GEF","China","RBAP",47.4565,126.9537,8932420,0,89600000,1165400,8932420,0,89600000,4105.2,918500
6432,"Active","Clean Rural Electrification","GEF","Eswatini","RBA",-26.7581,31.3092,863242,0,19424228,,863242,0,19424228,0.02,459
6432,"Active","Clean Rural Electrification","GEF","Eswatini","RBA",-26.6959,31.2905,863242,0,19424228,,863242,0,19424228,0.02,459
6468,"Active","Lebanon Sustainable Low-emission Transport Systems","GEF","Lebanon","RBAS",33.8813,35.4908,3552968,0,44477182,24618,3552968,0,44477182,0.2,1417000
6468,"Active","Lebanon Sustainable Low-emission Transport Systems","GEF","Lebanon","RBAS",34.124,35.6516,3552968,0,44477182,24618,3552968,0,44477182,0.2,1417000
6469,"Active","Comoros national child project - Africa Minigrids Program (AMP)","GEF","Comoros","RBA",-12.3577,43.6745,1361188,91601.69,42159603,,1361188,91601.69,42159603,0.45,3042
6469,"Active","Comoros national child project - Africa Minigrids Program (AMP)","GEF","Comoros","RBA",-12.3469,43.6698,1361188,91601.69,42159603,,1361188,91601.69,42159603,0.45,3042
6469,"Active","Comoros national child project - Africa Minigrids Program (AMP)","GEF","Comoros","RBA",-12.2705,44.4795,1361188,91601.69,42159603,,1361188,91601.69,42159603,0.45,3042
6469,"Active","Comoros national child project - Africa Minigrids Program (AMP)","GEF","Comoros","RBA",-11.5213,43.331,1361188,91601.69,42159603,,1361188,91601.69,42159603,0.45,3042
6487,"Active","Promoting Carbon Reduction through Energy Efficiency Techniques in Baghdad City","GEF","Iraq","RBAS",33.2711,44.3855,3092009,0,27310000,78300,3092009,0,27310000,,2800
6510,"Active","National child project under the GEF African Minigrid Program","GEF","Burkina Faso","RBA",10.6757,-4.2575,1004566,83023.17,104493243,,1004566,83023.17,104493243,0.41,11033
6510,"Active","National child project under the GEF African Minigrid Program","GEF","Burkina Faso","RBA",11.05,-0.45,1004566,83023.17,104493243,,1004566,83023.17,104493243,0.41,11033
6510,"Active","National child project under the GEF African Minigrid Program","GEF","Burkina Faso","RBA",12.1667,-4.1667,1004566,83023.17,104493243,,1004566,83023.17,104493243,0.41,11033
6510,"Active","National child project under the GEF African Minigrid Program","GEF","Burkina Faso","RBA",12.301,-1.3888,1004566,83023.17,104493243,,1004566,83023.17,104493243,0.41,11033
6510,"Active","National child project under the GEF African Minigrid Program","GEF","Burkina Faso","RBA",12.5836,-1.2966,1004566,83023.17,104493243,,1004566,83023.17,104493243,0.41,11033
6510,"Active","National child project under the GEF African Minigrid Program","GEF","Burkina Faso","RBA",12.8433,-2.4492,1004566,83023.17,104493243,,1004566,83023.17,104493243,0.41,11033
6512,"Active","GEF Africa Minigrids Program","GEF","Malawi","RBA",-14.2467,34.6056,396125,0,3344395,,396125,0,3344395,,763
6512,"Active","GEF Africa Minigrids Program","GEF","Malawi","RBA",-13.9983,34.1972,396125,0,3344395,,396125,0,3344395,,763
6542,"Active","PASBET","GEF","Pakistan","RBAP",24.6064,68.0719,3589041,78529.73,25285685,64633,3589041,78529.73,25285685,5.4,4000
6542,"Active","PASBET","GEF","Pakistan","RBAP",24.6572,68.8406,3589041,78529.73,25285685,64633,3589041,78529.73,25285685,5.4,4000
6542,"Active","PASBET","GEF","Pakistan","RBAP",28.3009,68.1908,3589041,78529.73,25285685,64633,3589041,78529.73,25285685,5.4,4000
6542,"Active","PASBET","GEF","Pakistan","RBAP",28.4871,68.644,3589041,78529.73,25285685,64633,3589041,78529.73,25285685,5.4,4000
6542,"Active","PASBET","GEF","Pakistan","RBAP",29.0278,69.097,3589041,78529.73,25285685,64633,3589041,78529.73,25285685,5.4,4000
6542,"Active","PASBET","GEF","Pakistan","RBAP",31.0998,71.0022,3589041,78529.73,25285685,64633,3589041,78529.73,25285685,5.4,4000
6542,"Active","PASBET","GEF","Pakistan","RBAP",31.8621,71.3824,3589041,78529.73,25285685,64633,3589041,78529.73,25285685,5.4,4000
6542,"Active","PASBET","GEF","Pakistan","RBAP",34.8333,73.5167,3589041,78529.73,25285685,64633,3589041,78529.73,25285685,5.4,4000
6542,"Active","PASBET","GEF","Pakistan","RBAP",35.4801,72.5874,3589041,78529.73,25285685,64633,3589041,78529.73,25285685,5.4,4000
6618,"Active","PhosChemEE","GEF","China","RBAP",24.6667,102.6,9543379,174097.98,97763687,35987000,9543379,174097.98,97763687,,1200000
6618,"Active","PhosChemEE","GEF","China","RBAP",24.9189,102.4781,9543379,174097.98,97763687,35987000,9543379,174097.98,97763687,,1200000
6618,"Active","PhosChemEE","GEF","China","RBAP",26.6333,107.5167,9543379,174097.98,97763687,35987000,9543379,174097.98,97763687,,1200000
6618,"Active","PhosChemEE","GEF","China","RBAP",26.9333,102.2167,9543379,174097.98,97763687,35987000,9543379,174097.98,97763687,,1200000
6618,"Active","PhosChemEE","GEF","China","RBAP",27.1187,106.8523,9543379,174097.98,97763687,35987000,9543379,174097.98,97763687,,1200000
6618,"Active","PhosChemEE","GEF","China","RBAP",28.2667,103.5667,9543379,174097.98,97763687,35987000,9543379,174097.98,97763687,,1200000
6618,"Active","PhosChemEE","GEF","China","RBAP",28.7,103.4833,9543379,174097.98,97763687,35987000,9543379,174097.98,97763687,,1200000
6618,"Active","PhosChemEE","GEF","China","RBAP",28.8333,103.5333,9543379,174097.98,97763687,35987000,9543379,174097.98,97763687,,1200000
6618,"Active","PhosChemEE","GEF","China","RBAP",29.8796,115.4707,9543379,174097.98,97763687,35987000,9543379,174097.98,97763687,,1200000
6618,"Active","PhosChemEE","GEF","China","RBAP",31.3667,104.3167,9543379,174097.98,97763687,35987000,9543379,174097.98,97763687,,1200000